Texts,Labels
"Сделать листовку для печати Рекламная листовка А5 односторонняя  Для чего: раздаточный материал на деловом мероприятии  Формат: файл в векторном формате, пригодный для полиграфии (CMYK, вылеты по 5 мм)  Содержание:  	Логотип  	Флаги Казахстана и России  	Цели и задачи организации  	Фото о деятельности СРО (2-3)  	Контактная информация  	QR-коды",1
"Разработка логотипа и фирменного стиля компании по примерам и фото.  
            Тема: Разработка логотипа и фирменного стиля для компании Свои Потолки  Цель: Создание привлекательного, запоминающегося и уникального логотипа, отражающего идеологию и характер нашей компании.  Описание:    • Наша компания занимается установкой натяжных потолков из качественных проверенных материалов. Компания ориентируется не на масмаркет и частных заказчиков, а на коммерческие работы.    • Характеристики, которые мы хотели бы видеть в логотипе: современный, аккуратный, дружелюбный, серьезный, надёжный;    • Мы предпочитаем определенные цвета, которые указаны на приложенных картинках;    • Логотип должен быть универсальным и подходить для использования на различных носителях (веб-сайт, печатные материалы, реклама и т.д.);    • Текст в логотипе: «СВОИ ПОТОЛКИ», а так же вариант без текста;    • Логотип должен быть самодостаточным, т.е. должна быть возможность использовать его без графического написания;    • Логотип должен легко прочитывается и запоминаться;    • Не должен содержать множество мелких деталей и тонкие линии.  Примеры сгенерированных логотипов, на которые стоит опираться и фотографии реальной собаки, цвет и характер которой мы ожидаем: файл Приоритет или Приоритет 2, разворот головы пса на 3/4 как на файле Приоритет. Возможен ваш вариант опираясь на присланные файлы.  ОБЯЗАТЕЛЬНА отрисовка собаки близкая к приложенным оригинальным фото!  Требования к файлам:    • Формат файла: векторный (AI, EPS) и растровый (PNG, JPG).    • Размеры: должны быть подходящими для различных медиа-платформ (высокое разрешение для печати, уменьшенные размеры для использования в интернете и т.д.)",1
"Редизайн сайта на платформе Битрикс24 Мы ищем опытного веб-дизайнера для работы над сайтом нашей компании. Он должен специализироваться на сайтах производственных компаний и оптовой продаже. Наш сайт размещен на платформе Битрикс24, и нам необходимо обновить его дизайн, чтобы он стал более современным, эффективным и удобным для пользователей.    Основные требования к проекту:  1. Создание чистого и лаконичного дизайна, который будет соответствовать корпоративному стилю нашей компании.  2. Улучшение пользовательского интерфейса для обеспечения простоты и понятности навигации по сайту.  3. Адаптация дизайна для различных устройств (responsive design), чтобы сайт корректно отображался на всех типах устройств и обеспечивал быструю загрузку.  4. Оптимизация структуры сайта для удобства доступа к наиболее важным разделам, таким как каталог продукции, информация о компании, контакты.  5. Внедрение визуальных элементов, которые будут привлекать внимание целевой аудитории и подчеркивать качество нашей продукции.  6. Обеспечение стабильной и полноценной работы сайта на мобильных устройствах, включая оптимизацию скорости загрузки.    Ожидаемые результаты:  - Повышение удобства использования сайта.  - Увеличение привлекательности сайта для потенциальных клиентов.  - Повышение конверсии за счет улучшенного пользовательского опыта и быстрой загрузки на всех устройствах.    Пожалуйста, прикрепите к вашему предложению портфолио с примерами ранее выполненных проектов, особенно тех, которые были реализованы на платформе Битрикс24. Мы заинтересованы в долгосрочном сотрудничестве, поэтому предпочтение будет отдано кандидатам с опытом работы над подобными проектами и положительными отзывами от предыдущих клиентов.",1
"Разработка логотипа для группы компаний Нужно разработать логотип для компании занимающейся сварочным оборудованием. Логотип будет использоваться на оборужовании, мерче и сайте.  Хотелось бы, что бы были простые ассоциации с названием. Современный символизм.  Как вариант возможность вариации разных цветов логотипа на разном оборудовании.   Бриф и название пришлю после отклика конкретному исполнителю.  Возможно продолжение совместной работы при создании сайта и конечного брендинга.",1
"Сайт на Тильде Для офисной недвижимости Требуется сайт для офисной недвижимости в Москве, занимаемся редевелопментом, продаем небольшие офисы для малого бизнеса или инвестиций.    — Дизайн главной страницы ок. 15 экранов  — Страница для объекта ок.10 экранов  — Страница для инвесторов 3-4 экрана  — Страница 404    Сложных блоков не будет, возможно, сделаем калькулятор доходности.  Также будут графики и диаграммы, для них понадобится анимация    Сайт делаем под трафик и лидогенерацию  Есть логобук, но от него можно отходить в более современный дизайн  Упор на мобильную версию  Тексты и фото есть    Будет отлично, если вы уже работали с недвижимостью и знаете специфику таких сайтов. Или работали с сайтами под лидогенерацию.    Жду портфолио, предложение по срокам и цене",1
"Превью обложка для видео на YouTube Необходимо подготовить превью обложку на YouTube канал.  Фильм на ютубе называется Поиск Корней в Карелии.   Ссылку на видео пришлем.  Есть фото, которое хотим использовать на обложке(пришлю в  лс) Хотим чтобы было красиво:)  Срок: сегодня до 14-15:00 - по мск",1
"Отрисовать дизайн страницы ""Календарь мероприятий"" для школы бизнеса Добрый день! Нужно отрисовать дизайн одной страницы в Figma для сайта школы бизнеса. Тематика страницы - календарь мероприятий. Из материалов есть стилистика главной страницы, блок с мероприятиями на ней же и простейший прототип - глобально нужно показывать сам календарь, небольшую фильтрацию и сами ивенты. Желательно сделать 2 варианта страницы: 1) Если в школе проходит много ивентов 2) Если в школе проходит мало ивентов (сильно отличаться не должно, скорее всего только фильтрация)  Необходима аккуратность в файле (использовать стили, autolayout и тд), компоненты не нужны, версия только для компьютера. По возможности прикрепите к отклику 1-2 работы (будет здорово если в том же направлении). Спасибо за внимание! Буду рад сотрудничать",1
"Сделать превью видео Ютуб (картинка, не видео) Сделать превью для видео на ютубе.  В отклике пишите свои контакты для быстрой связи.",1
"Создание роллапа  разработка дизайна ролл-ап стенда стандартного размера 80х200 для рекламной кампании по летнему отдыху для детей. Срок - 1 день (финальный макет с правками должен быть готов 16.05 к 14:00 по тексту: заголовок:  Летние каникулы в Подмосковье  ONE! Art Camp подзаголовки:  Творчество Футбол Танцы Английский язык Бассейн  Специальная цена до 31 мая 8 (800) 100-31-08 https://oneischool.com/otdyh-s-one-v-istre/ +qr код на сайт Технические требования для макетов ролла-апа от типографии: - шрифты в кривых - эффекты/прозрачности и подобное должны быть разобраны или переведены в растр - формат tiff, pdf - вся важная информация на расстоянии 10-20мм от края - макет в смик, 1:1 (размер в размер)",1
Презентация для семинара Требуется подготовить презентацию на русском языке для семинара по сертификации в Китае.  Текст презентации и макет презентации предоставляю. Необходимо переложить текст в презентацию и красиво оформить. Объем презентации - примерно 15 страниц.,1
"Дизайн приложения на адало необходимо продумать дизайн приложения, сделанного на платформе  adalo. есть намётки приложения, но нет никакого понимания по дизайну. необходимо выработать концепцию, подсказать куда какие текста. все более конкретное исполнителю.   начать надо в понедельник и закончить как можно быстрее.",1
"Оформить гайд для специалиста по коррекции фигуры Я специалист по коррекции фигуры. Для соц сетей требуется оформить гайд. План документа есть. Требуется специалист, с которым мы будем вместе расти с перспективой долгосрочного сотрудничества.",1
"Детские карточки  Нужно сверстать 21 карточку с персонажами. карточки 60*70, предпечатная подготовка иллюстрации уже готовы! пример прикрепляю нужно: - подобрать фон к персонажам - подобрать принт или фон обложки - подобрать шрифт обложки. надпись Тухлое яйцо + надо немного доработать яйцо. оно должно быть злостным (прикрепляю пример лица) и от него должен исходить запашок :)",1
"Сделать полный редизайн web-сайта (моб и десктоп) Доброго времени суток!  Начинаю поиски дизайнера с качественным портфолио для редизайна (тюнинга) текущего web-сайта. По сути дизайн нужно будет сделать с 0, но на базе уже текущего функционала сайта, его наполнения и всех типов страниц.  Основная задача нового дизайна - учесть косяки текущего дизайна (явные моменты сразу бросаются в глаза), сделать его более юзерфрендли, больше акцента сделать на проработку дизайна мобильной версии (изначально мобилка делалась после десктопа и из-за этого есть сложности).  Более подробно требования и список страниц отразил в файле -  https://docs.google.com/document/d/1Ju0algKhedtwOq...  При откликах, пожалуйста, присылайте 2-3 примера реализованных проекта.",1
дизайн гибкой упаковки графический дизайн гибкой упаковки для бытовых салфеток,1
"Сделать подобный дизайн сайта У меня есть сайт, нужно сделать похожий дизайн, не точь в точь, добавив свои изюминки и прочее, но за основу взять эту идею, и разместив свои фото. Обязательно прикладывайте свой портфель",1
"Услуги графического дизайнера Разработка логотипа, фирменного стиля для транспортной компании.",1
"Гайд по прикорму Нужно оформить красивый, понятный и эстетичный гайд по прикорму малышей. Файл со всем содержанием есть. Некоторые фото для наглядности тоже есть, нужно будет подобрать еще дополнительно соответсвующие картинки. Должно быть 15-20 страниц пдф",1
"Инфографика Здравствуйте, необходимо сделать 6 карточек для WB. Товар - кошачья когтеточка. ТЗ и все фото скину непосредственно исполнителю.",1
Отрисовать в кривых Отрисовать в кривых!,1
"Обложка для YouTube Всем привет! Нужна стильная красивая обложка подкаста на YouTube, желательно сегодня. Если сработаемся, сможем сотрудничать регулярно.",1
"Логотип для студии подкастов Задизайнить логотип для студии подкастов «TUNDRA». Логотип должен быть оригинальным, запоминающимся, ассоциироваться с названием.",1
"Создание инструкции, чек листов Создание чек листов, инструкции по заданию блогера в pdf формате. Создание документов через pdf форму. Сроки имеют большое значение.",1
Сделать дизайн двух страниц для сайта рейтинга Необходимо сделать дизайн двух страниц (главная и сама статья) для сайта рейтингов.,1
"Нужно оформить дизайн в вк сообщество и разработать логотип Оформить в вк сообщество, разработать логотип  сфера организации ремонт квартир, строительство",1
Разработать дизайн для продающей страницы Разработать дизайн для продающей страницы по продаже продукта для подготовки описаний объектов недвижимости: Текст готов (скоро еще будет видео): https://propertylisting.co.th/en/make-description-for-listing-with-ai Есть конкурент - https://www.myrealestatelisting.app/?ref=producthunt,1
"Разработать подборку логотипов для бренда Разработать логотип премиум для Бренда ремешков к часам Apple. Есть пять вариантов названия. Нужен веерный стиль с золотом, бронзой, серебром - премиум Их логотипа сделать макет для стикера. В стиле минимализм чтоб наклеить на упаковку",1
"Простой дизайн андроид приложения Нужен дизайнер для простого приложения на андройд.
 Описание и текущие картинки в архиве по запросу.",1
"Разработка дизайна личного кабинета UX\UI Требуется разработать (скопировать) UX\UI для блока личного кабинета.  Обезательно UX\UI должен быть легким и простым интуитивно понятным для пользователя. Дизайн можно скопировать у  apple. Больше инфо дам после прохождения интервью с претендентом.   как происходит оплата:  Вы делаете 50% работы, показываете, после этого я вам перевожу денежные средства, доделываете остатки показываете перевожу денежные средства передаете мне работу.   в конце ваше отклика, оставляйте ваш контакт в телеграмме в формате @name",1
"Разработать рекламные креативы/баннеры для РСЯ Тематика: Курсы по дизайну, по коммуникационному дизайну Курсы по интерьерному дизайну, курсы по моушен дизайну и тд.  На текущей задаче хотим сработаться, попробовать. Нужное 3-4 креативных баннера  Необходимо сделать баннеры в похожем стиле  https://www.figma.com/file/fwTRQo9D8bqII00o3rN30I/...  Далее по результатам готов загружать работой плотно, в работе в сумме +120 курсов обучения  Более подробно расскажу в личке  https://t.me/dg_engineer",1
"Разработать сайт на Тильде Ищу специалиста, который разработает сайт для школы детского дополнительного образования. У нас в планах большой многостраничный сайт, но начать хотим с оформления главной страницы. (Для нее уже готов текст)  Хотим сделать под ключ: все от текста до верстки. Работы предстоит много, структуру сайты вы можете увидеть в документе. Там же небольшое тз. Тз для сайта: https://docs.google.com/document/d/14lpYqnrFgfnFGHyQsVsgwG_qUvaBPmsYJIYMGcaLCOo/edit?usp=sharing Бюджет на страницу: 30.000₽  Что для нас важно: 1. Наличие у дизайнера ССЫЛОК на рабочие сайты 2. Насмотренность, понимание трендов, знание, что устарело, а что актуально 3. Опыт работы - мы не рассматриваем новичков и тех, кто только закончил обучение 4. Готовность сделать небольшое тестовое задание (дизайн 1го блока сайта)  Для отклика на задачу, пожалуйста, прикрепляйте ссылки на сайты, которые вы делали. Без ссылок мы не рассматриваем сотрудничество.",1
"дизайн мобильного приложения отрисовать дизайн мобильного приложения. 5 экранов (экран с входом, 3 экрана onbording Tour, и рабочий экран(чат)",1
"Дизайн сайта Нужно создать визуал лендинг сайта включающий следующие блоки: Брендинг/дизайн Создание сайтов Маркетинг SMM Видеопродакшн Креативная реклама Реклама в ведущих изданиях Образец дизайна(цвета,стиль,иконки и тд) надо взять с  https://kontentfabrika.ru/",1
Нарисовать 3 набора по 11 изображений для Яндекс.Директ Необходимо создать 3 набора (по 11 картинок указанных размеров) для Яндекс.Директ используя предоставленные материалы.  Исполнителю нужно:  Придумать концепцию (основное изображение и надписи) с учетом ТЗ Согласовать концепцию с заказчиком Реализовать концепцию согласно ТЗ Основные изображения выбрать самостоятельно из нашей базы фотографий или со стоков. На изображениях разместить указанные в ТЗ надписи.  Просьба писать телеграмм и ссылки на похожие работы. Ссылку на ТЗ пришлю в личку.,1
"Дизайн макет мобильного приложения. Доброго времени суток ,Нужно доделать дизайн макет мобильного приложения.",1
"Переделать дизайн лендинга на Тильда 9 экранов Лендинг уже собран на Тильде и готов с точки зрения логики, текстов и акцентов. 
 Нужно добавить в него стиль, цвета, привести в порядок шрифты, иконки. Надо из цветного прототипа сделать красивый функциональный лендинг с упором на mobile. Часть блоков нужно оптимизировать под мобильный, сократив их по высоте, сэкономив пространство, используя Zero Block. 
 
 На все 3-5 дней.
 1. Созвон, принять задачу
 2. Выбрать стиль, сделать дизайн
 3. Обсудить
 4. Доработать, проверить
 5. Сдать работу, пожать руки и до новых встреч
 
 Приступить надо в ближайшее время. Быть на связи. Приглашаю к работе ответственных и профессиональных исполнителем. К портфолио приложите, пожалуйста, три последние работы. Спасибо!",1
"Создание лого и фирм стиля Создание лого и фирм стиля, гайд по использованию.  Для косметики.",1
"Дизайн лендинга на фигме для музыкальной студии Добрый день, необходим дизайнер для отрисовки лендинга по тематике обучение музыки Есть прототип, и старый вариант дизайна, понимание как должны выглядеть все блоки интересны только классные и опытные дизайнеры, разработка дескоп + мобильной версии, дизайн в фигме Задачи 1. отрисовка лендинга шаблона (10-15 экранов) 2. согласование всех экранов и блоков (возможно отрисовка нескольких вариантов), если что-то не нравится  3. Подбор, обработка и адаптация под страницу изображений из наших библиотек (мероприятия, лекции, семинары) (блоки наши мероприятия и тд) 4. дублирование лендинга и уникализация для вторичных услуг (обучение идет по нескольким направлениям) Актуальный сайт который есть и ТЗ подготовлю и скину в личку",1
"Дизайн сайта для web3 проекта Я ищу дизайнера, который проведет редизайн сайта для web3 проекта.  Референсы:   https://centrifuge.io/  https://www.kinto.xyz/  https://www.plumenetwork.xyz/  https://ondo.finance/   Что нужно сделать: собрать много референсов, провести дизайн-ресерч, найти визуальное направление, нарисовать + утвердить + подготовить макеты",1
Логотип для груминг салона Минималистичный логотип на тему стрижки собак и кошек,1
Дизайн первого экрана сайт Тильда Нужен дизайн первого экрана  Декстоп и мобильную версию главного экрана лендинга на Тильда. Так же есть потребность в фавиконках или также мини картинках на один из блоков,1
"Разработать приятный и удобный дизайн интерфейса - UX У нас есть билдер для обработки картинок: загрузка, масштабирование, добавление текста из чего делается коллаж для печати.  На данный момент он достаточно сырой, но из него нужно сделать простой, понятный и приятный интерфейс, который будет удобен для пользователя.  Пожалуйста, прилагайте ваше портфолио Нужен человек с опытом работы c UX задачами",1
"Сделать дизайн сайта Нужно нарисовать дизайн одной страницы сайта. Сайт по доставке корпоративного кейтеринга. По объему страница на 7 экранов, примерно. Нужен макет в фигме для мобильной и компьютерной версий",1
"Разработка карточки на Маркетплейс Allegro.pl. Не WB Здравствуйте. Мне необходим исполнитель, для разработки карточки, на маркетплейс Allegro.pl.  Это совсем не тоже самое, что для маркетов РФ, поэтому прошу подробно ознакомиться с ТЗ во вложении. От дизайнера, будет требоваться наличие вкуса, и большой опыт работы с графическими редакторами;  Материалы доступны по ссылке: https://disk.yandex.com/d/6RfhtLN_1xo4Kg",1
"Отрисовка логотипа в векторе по макету Приветствуются также ваши идеи реализации на основе моего макета. ТЗ: 1. Качественная отрисовка логотипа в векторе. 2. Корректная трансформация, каждый элемент логотипа должен быть не зависимым. 3. 2 варианта, 1 вариант - с равными значениями ширины и высоты, 2 вариант - ширина больше высоты (без внешней окружности). 4. Буква J должна быть убрана, крючок должен располагаться между букв O, буквы располагаются на уровне середины крючка. 5. Шрифт должен быть отрисован (не готовый из сети). 6. Цвета #3c3c3c #42b1f7 #ffffff",1
"Создать рекламные баннеры и картинки для посадочной страницы в Google Play для IDLE-игры Нужны как баннеры для рекламы, так и картинки для посадочной страницы",1
Нарисовать отрисовать дизайн мини игр Надо отрисовать 8 мини игр для детей:  Уровень работ: пианино  https://prnt.sc/mZI1q2W1qne8 разные детские игры  https://prnt.sc/KFQCN7W4A0Su  Нужен милый детский дизайн большие элементы  От Вас пример работ,1
"Нарисовать баннер в современном стиле Баннер для поиска в яндексе по предложению ""Линолеум оптом""  Коммерческий / медицинский / спортивный / сценический / токопроводящий / гомогенный  Со значками  Наличие на складе Сертификать КМ2 Высокая изсосстойкость  Телефон должен моргать  Максимальный объем файла: 120 КБ, GIF, Размер в пикселях, 240×400  Пригалаю картинку - концепцию, где как все разположить (можно менять местами). И подобрать подходящую картинку.  Ориентируюсь на 600 рублей/баннер.",1
Дизайн детской грамоты грамота поздравительная для девочек в подарок после прокола ушей как в примере.,1
"Нарисовать дизайн СМИ Нужно нарисовать дизайн СМИ, на котором будет новостная ленты, статьи, интервью, каталоги компаний, персон, словарь терминов, интервью/колонки",1
"Верстка сайта Добрый день! Мы компания, оказываем широкий комплекс услуг, направленных на обеспечение соблюдения обязательных требований законодательства РФ в области охраны труда. Требуется переделать текущий сайт, еще несколько, если понравится сотрудничать, будут заказаны следующие. (Всего 5 сайтов в разработке, 1 из них требует редизайна, 2-ой доработки.) Сейчас сайт есть, но не устраивает текущий дизайн. Макет также есть, нужна верстка по макету из фигмы. Система управления сайтом: mod x Также: Нужна мобильная версия сайта Бюджет проекта:  до 20 000  Есть Руководство по фирменному стилю.",1
Постер для детского лагеря Создать привлекательный и информативный постер для привлечения внимания  родителей и детей к детскому лагерю «Юность»,1
"инфографика стоимость 500 р. за всю работу    на 6 фоток нанести похожую инфографику. Там чисто фон сделать, чуть ретуши и вставить круглешок по образцу. все 6 фоток- одинаково сделать по сути.    ...мне нужно сначала найти главную фото, на которой будут лучше кликать.  для этого нужно с несколькими фото сделать одно и тоже.    Стиль-такой же как ты делал тут:    т.е. такой же фон NAMA сзади с таким же переходом.  такая же стрелочка и такой же кружок где расстегнутая молния (или застегнутая-для тех фоток, где она растегнута изначально).  Масштабы кружка,стрелки также сохранить.    нужно подретушировать. Зубы отбелить, губы подкрасить в цвет поярче и элементы типа молнии сделать более блестящими.    Вот фотки:  1. disk.yandex.ru/d/68gRwb_J...    * нужно чуть расширить фон чтобы залез кружок-можно в район подмышки его    2. disk.yandex.ru/d/68gRwb_J...    * тут фото нужно укрупнить, чтобы не в полный рост была модель а топ был по центру. Руки главное чтобы влезали.    3. disk.yandex.ru/d/68gRwb_J...    4. disk.yandex.ru/d/68gRwb_J...    5. disk.yandex.ru/d/68gRwb_J...    также укрупнить, чтобы не во весь рост    6. disk.yandex.ru/d/68gRwb_J...    * тут можем ей голубые глаза сделать?)    кружочек с растегнутой молнией взять отсюда:  disk.yandex.ru/d/UfDx3cSP...    с застегнутой:  disk.yandex.ru/d/UfDx3cSP...    можно там ниточки мелкие поубирать",1
"Разработать баннеры Нужно разработать дизайн баннеров для сайта mebela.ru  Баннеры сделать стилистически подходящими друг другу и для сайта.    1. Баннер №1  Заголовок: ""Лучшие условия""  Аргументы:  - Бесплатный 3D-дизайн проект  - Бесплатный расчёт замеров  - Бесплатный вызов менеджера  - Бесплатная доставка по всей России  - Больше 20 лет на рынке    2. Баннер №2  Заголовок: ""Самые низкие цены""  Аргумент: ""Нашли дешевле? Сделаем еще дешевле!""  Текст: ""Мы готовы предоставить скидку на данный товар, при условии, если наша цена окажется выше любого другого магазина"")    3. Офисные диваны (пример баннера в закрепленных файлах)    4. Мебель для персонала (по примеру баннера с диванами, с кнопкой ""в категорию"" и без)  5. Офисные кресла и стулья (по примеру баннера с диванами, с кнопкой ""в категорию"" и без)  6. Столы для переговоров (по примеру баннера с диванами, с кнопкой ""в категорию"" и без)  7. Кабинеты руководителя (по примеру баннера с диванами, с кнопкой ""в категорию"" и без)  8. Многоместные секции (по примеру баннера с диванами, с кнопкой ""в категорию"" и без)    Баннеры должны быть горизонтальными, в хорошем качестве, в форматах jpg. Обязательно наличие исходников в psd формате + шрифты.    Нравятся баннеры на сайте www.express-office.ru/. Можно стилистический референс также брать оттуда.    Работаю ТОЛЬКО по безопасной сделке.",1
"Логотип отрисовать Уточните категорию: дизайнеры.  Разработка логотипа.  Разработать с нуля.  Продукт: остекление, окна.  Требуется отрисовка 2-3 варианта лого с доработкой итогового согласно вложению, сделать нужно быстро (желательно сегодня, завтра). Если все ок, далее, будет другая работ – фирменный стиль, визитки, листовки.  На выходе нужны исходники + картинки.  Смотрим вложение (в нем подробное описание задачи) + прикрепил примеры возможной реализации для доработки",1
"Сделать редизайн сайта. Обновить дизайн для сайта vertikalamur.ru  Главная страница, страницы каталога, конструктор, страница статьи, контакты.",1
"Редизайн SaaS сервиса У нас SaaS API сервис, мы хотим сделать его круто, профессионально! Суммарно 10 страниц. 
 
 Пишите только если у вас есть опыт в дизайне IT продуктовых сайтов. Если вы до этого делали только посадки для интернет-магазинов, то это не то, что нам нужно.",1
"Сделать рич-контент для карточек для вайлберис Здравствуйте, ищу помощника на Rich-контент на 10 слайдах (1440х990) для вайлберис. Важно уметь быстро делать раскладку фотографий и текста в формате журнальной верстки (пример ниже). Я предоставляю текст и фотографии.  За готовый Rich-контент из 10 слайдов оплата = 1 000р",1
"Создать логотип для фирмы Здравствуйте, нужно нарисовать логотип для фирмы. Для фирменных бланков организации.  Образец прикреплю для примера",1
"Дизайн сайта  Нужен дизайн  сайта под проект https://t.me/ton_mem_dzb Драка за Батон В основе батон от которого сыпятся золотые крошки, золотые потому что их можно майнить. Примеры сайтов которые подходят, по блокам тоже самое что а примерах. https://tonshitcoin.xyz/ru/ https://kakaxa.com https://durev.xyz 1. Главный экран 2. О нас 3. Roadmap 4. Tokenomics 5. Команда 6. Контакты",1
"Презентация. Нужно сделать один слайд КП, красивое фото и текст. А далее презентацию на 4-5 слайдов, так же в некоторых фото и текст, в некоторых размещены только цифры и текст. Сделать красиво и.к это презентация для привлечения инвестиций.",1
"Подготовить мокапы 2х разных кружек с разными дизайнами нанесений Есть две кружки (термо, кофер).  На них нужно изобразить (на каждой) два варианта нанесения:  1. Шестеренку из тонких линий  2. Машинки (дадим макеты всякого с этими самыми машинками, нужно будет их выдернуть и разместить на кружках)  Заказ срочный, буквально на сегодня.",1
Cделать дизайн и моб.верстку сайта написаного на joomla Cделать дизайн и моб.верстку сайта написаного на joomla https://grill-gas.ru/ Нужно сделать дизайн и моб.верстку уже имеющегося сайта.,1
"Разработать макет фотозоны для мероприятия под печать Требуется разработать макет фотозоны в единой тематике.  Предоставляем брендбук, цвета, необходимые шрифты, логотипы для интегрирования. Размер полотна для фотозоны составляет 2.8м на 3.5м Стилистика: гонки   Пример прилагаем.",1
